Country Name,Indicator Name,Year,Value
Slovenia,女生全癌死亡率,1997,4
IDA total,女生全癌死亡率,2002,5
Colombia,女生全癌死亡率,1962,15
Togo,女生全癌死亡率,1982,9
Low income,女生全癌死亡率,1987,14
Honduras,女生全癌死亡率,1992,11
Romania,女生全癌死亡率,1992,8
Israel,女生全癌死亡率,1967,5
Senegal,女生全癌死亡率,1992,6
Mexico,女生全癌死亡率,2002,3
Trinidad and Tobago,女生全癌死亡率,1972,15
Early-demographic dividend,女生全癌死亡率,1967,3
Ireland,女生全癌死亡率,1977,15
Ghana,女生全癌死亡率,1967,10
Other small states,女生全癌死亡率,1967,10
Other small states,女生全癌死亡率,1962,13
Poland,女生全癌死亡率,1997,6
Pacific island small states,女生全癌死亡率,1987,11
Madagascar,女生全癌死亡率,1987,15
Guyana,女生全癌死亡率,1972,6
Samoa,女生全癌死亡率,1982,12
Small states,女生全癌死亡率,1972,15
"Korea, Rep.",女生全癌死亡率,1972,10
Sri Lanka,女生全癌死亡率,1967,10
Oman,女生全癌死亡率,2007,7
"Macedonia, FYR",女生全癌死亡率,2007,5
Zambia,女生全癌死亡率,1987,13
Peru,女生全癌死亡率,1977,9
Philippines,女生全癌死亡率,1967,9
"Iran, Islamic Rep.",女生全癌死亡率,1972,3
Small states,女生全癌死亡率,1982,8
Latin America & Caribbean (excluding high income),女生全癌死亡率,1972,15
Europe & Central Asia (IDA & IBRD countries),女生全癌死亡率,2002,4
IDA total,女生全癌死亡率,2007,13
Uruguay,女生全癌死亡率,1992,4
Vanuatu,女生全癌死亡率,1997,5
Sudan,女生全癌死亡率,1982,5
Paraguay,女生全癌死亡率,1997,4
Oman,女生全癌死亡率,1997,15
Mali,女生全癌死亡率,1972,12
Cabo Verde,女生全癌死亡率,1987,14
Uruguay,女生全癌死亡率,1977,11
Papua New Guinea,女生全癌死亡率,1997,13
Lesotho,女生全癌死亡率,1982,8
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,1972,5
Latin America & Caribbean,女生全癌死亡率,1972,12
Ireland,女生全癌死亡率,1972,4
Bolivia,女生全癌死亡率,1992,4
New Zealand,女生全癌死亡率,1987,8
Low & middle income,女生全癌死亡率,1972,14
Europe & Central Asia (excluding high income),女生全癌死亡率,1982,9
Europe & Central Asia (IDA & IBRD countries),女生全癌死亡率,1982,14
Turkey,女生全癌死亡率,1982,15
Middle East & North Africa (excluding high income),女生全癌死亡率,1967,13
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1967,11
IDA & IBRD total,女生全癌死亡率,1972,14
Nepal,女生全癌死亡率,1997,5
Costa Rica,女生全癌死亡率,1972,12
Dominican Republic,女生全癌死亡率,1972,15
Costa Rica,女生全癌死亡率,1982,4
Belgium,女生全癌死亡率,1962,5
Cote d'Ivoire,女生全癌死亡率,1977,9
Ghana,女生全癌死亡率,1977,15
Middle income,女生全癌死亡率,1972,15
Greece,女生全癌死亡率,1977,3
Romania,女生全癌死亡率,2007,9
Turkey,女生全癌死亡率,1997,11
Costa Rica,女生全癌死亡率,1977,12
France,女生全癌死亡率,1962,10
Ghana,女生全癌死亡率,2002,15
Colombia,女生全癌死亡率,1992,10
Poland,女生全癌死亡率,1992,11
Latvia,女生全癌死亡率,2002,14
IDA only,女生全癌死亡率,1987,11
Europe & Central Asia (excluding high income),女生全癌死亡率,2007,12
Early-demographic dividend,女生全癌死亡率,1972,3
"Venezuela, RB",女生全癌死亡率,1992,9
Ireland,女生全癌死亡率,1967,6
IDA total,女生全癌死亡率,1992,11
Costa Rica,女生全癌死亡率,1967,4
Mauritania,女生全癌死亡率,1987,8
Caribbean small states,女生全癌死亡率,1972,4
Mongolia,女生全癌死亡率,1992,15
Mauritania,女生全癌死亡率,2007,11
Honduras,女生全癌死亡率,2002,8
Mexico,女生全癌死亡率,1997,13
Seychelles,女生全癌死亡率,1987,14
Dominican Republic,女生全癌死亡率,2002,12
Honduras,女生全癌死亡率,1977,13
Uruguay,女生全癌死亡率,1962,9
IBRD only,女生全癌死亡率,1972,3
Nepal,女生全癌死亡率,2002,5
Myanmar,女生全癌死亡率,1977,6
IDA blend,女生全癌死亡率,1997,15
Solomon Islands,女生全癌死亡率,2007,13
Ethiopia,女生全癌死亡率,1997,10
Philippines,女生全癌死亡率,1977,14
St. Vincent and the Grenadines,女生全癌死亡率,1977,13
Papua New Guinea,女生全癌死亡率,1992,12
Nigeria,女生全癌死亡率,1987,6
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,1977,8
Latin America & Caribbean,女生全癌死亡率,1977,6
Syrian Arab Republic,女生全癌死亡率,2007,10
Mexico,女生全癌死亡率,1967,10
Latin America & Caribbean (excluding high income),女生全癌死亡率,1977,8
Dominica,女生全癌死亡率,1987,10
Namibia,女生全癌死亡率,1992,8
Sri Lanka,女生全癌死亡率,1992,4
Belize,女生全癌死亡率,1992,11
"Iran, Islamic Rep.",女生全癌死亡率,1997,13
Heavily indebted poor countries (HIPC),女生全癌死亡率,1982,12
Iceland,女生全癌死亡率,1982,13
Sudan,女生全癌死亡率,1977,13
Lesotho,女生全癌死亡率,1987,11
Jamaica,女生全癌死亡率,1972,11
IDA blend,女生全癌死亡率,2002,4
Sri Lanka,女生全癌死亡率,1997,14
Senegal,女生全癌死亡率,1987,9
Late-demographic dividend,女生全癌死亡率,1977,9
United Kingdom,女生全癌死亡率,1977,12
Fiji,女生全癌死亡率,1987,13
Mexico,女生全癌死亡率,2007,6
East Asia & Pacific (excluding high income),女生全癌死亡率,1977,13
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,1977,14
Colombia,女生全癌死亡率,1982,10
Other small states,女生全癌死亡率,1987,14
Tonga,女生全癌死亡率,1997,4
Kenya,女生全癌死亡率,1982,3
Kenya,女生全癌死亡率,1997,12
Syrian Arab Republic,女生全癌死亡率,1997,6
IDA & IBRD total,女生全癌死亡率,1977,9
Pakistan,女生全癌死亡率,2002,11
Low & middle income,女生全癌死亡率,1977,4
Dominican Republic,女生全癌死亡率,1977,9
Kenya,女生全癌死亡率,1992,11
Syrian Arab Republic,女生全癌死亡率,1962,14
Pakistan,女生全癌死亡率,1962,4
Arab World,女生全癌死亡率,2007,13
Europe & Central Asia (IDA & IBRD countries),女生全癌死亡率,2007,7
Syrian Arab Republic,女生全癌死亡率,1967,4
Belgium,女生全癌死亡率,1967,4
Kenya,女生全癌死亡率,1987,13
Colombia,女生全癌死亡率,2002,3
Euro area,女生全癌死亡率,1962,15
Belize,女生全癌死亡率,1987,9
Middle income,女生全癌死亡率,1977,15
Brunei Darussalam,女生全癌死亡率,2002,7
Pacific island small states,女生全癌死亡率,1992,8
Pre-demographic dividend,女生全癌死亡率,1982,6
Maldives,女生全癌死亡率,1987,6
Algeria,女生全癌死亡率,2002,12
Austria,女生全癌死亡率,1962,15
France,女生全癌死亡率,1967,9
Morocco,女生全癌死亡率,1977,11
Madagascar,女生全癌死亡率,1982,12
Dominican Republic,女生全癌死亡率,2007,4
Croatia,女生全癌死亡率,1997,6
Mauritania,女生全癌死亡率,1977,11
IDA total,女生全癌死亡率,1987,3
Australia,女生全癌死亡率,1982,5
Guatemala,女生全癌死亡率,2007,15
Costa Rica,女生全癌死亡率,2002,7
Algeria,女生全癌死亡率,1997,15
IBRD only,女生全癌死亡率,1977,3
Solomon Islands,女生全癌死亡率,2002,12
IDA only,女生全癌死亡率,1982,10
China,女生全癌死亡率,1977,6
Poland,女生全癌死亡率,2002,10
Kenya,女生全癌死亡率,2002,7
Mali,女生全癌死亡率,1977,10
Mali,女生全癌死亡率,1982,7
Iceland,女生全癌死亡率,1987,6
Fiji,女生全癌死亡率,1997,8
Ethiopia,女生全癌死亡率,1992,11
Middle East & North Africa (excluding high income),女生全癌死亡率,1972,9
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1972,13
Central Europe and the Baltics,女生全癌死亡率,2002,10
Dominican Republic,女生全癌死亡率,1987,4
Europe & Central Asia (excluding high income),女生全癌死亡率,1977,14
Europe & Central Asia (IDA & IBRD countries),女生全癌死亡率,1977,6
Turkey,女生全癌死亡率,1977,14
Thailand,女生全癌死亡率,1972,10
Malawi,女生全癌死亡率,1982,4
Middle East & North Africa (excluding high income),女生全癌死亡率,1977,11
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1977,15
IDA total,女生全癌死亡率,1982,6
Jordan,女生全癌死亡率,1977,11
Mali,女生全癌死亡率,1967,13
Middle East & North Africa (excluding high income),女生全癌死亡率,2007,11
Belgium,女生全癌死亡率,1972,6
Nigeria,女生全癌死亡率,1982,14
Moldova,女生全癌死亡率,2007,13
"Venezuela, RB",女生全癌死亡率,1977,3
IDA blend,女生全癌死亡率,1992,3
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,2007,11
Haiti,女生全癌死亡率,2002,10
Finland,女生全癌死亡率,1972,4
"Iran, Islamic Rep.",女生全癌死亡率,2002,15
Central Europe and the Baltics,女生全癌死亡率,1997,11
Mexico,女生全癌死亡率,1992,5
Bahrain,女生全癌死亡率,2002,10
Indonesia,女生全癌死亡率,2007,11
Tunisia,女生全癌死亡率,1972,6
Honduras,女生全癌死亡率,1982,14
IDA blend,女生全癌死亡率,2007,12
Oman,女生全癌死亡率,2002,7
St. Vincent and the Grenadines,女生全癌死亡率,1987,4
Gabon,女生全癌死亡率,1987,4
Colombia,女生全癌死亡率,1997,7
South Asia,女生全癌死亡率,1982,15
South Asia (IDA & IBRD),女生全癌死亡率,1982,12
Panama,女生全癌死亡率,1972,7
Saudi Arabia,女生全癌死亡率,2002,14
Zambia,女生全癌死亡率,1997,5
IDA blend,女生全癌死亡率,1982,10
Finland,女生全癌死亡率,1962,3
Myanmar,女生全癌死亡率,1992,14
Morocco,女生全癌死亡率,1982,9
Bosnia and Herzegovina,女生全癌死亡率,2007,6
Lower middle income,女生全癌死亡率,1982,13
Iceland,女生全癌死亡率,1967,7
Vietnam,女生全癌死亡率,2002,7
Luxembourg,女生全癌死亡率,1977,6
Zambia,女生全癌死亡率,2002,12
Upper middle income,女生全癌死亡率,1977,15
Early-demographic dividend,女生全癌死亡率,1982,4
Sub-Saharan Africa,女生全癌死亡率,1967,5
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1967,7
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1967,13
India,女生全癌死亡率,1982,7
Czech Republic,女生全癌死亡率,2002,8
Ethiopia,女生全癌死亡率,2007,8
Qatar,女生全癌死亡率,1987,7
Morocco,女生全癌死亡率,1992,4
Chile,女生全癌死亡率,1972,14
Australia,女生全癌死亡率,1972,3
Namibia,女生全癌死亡率,2002,14
Mauritania,女生全癌死亡率,1982,6
Aruba,女生全癌死亡率,1997,6
Tonga,女生全癌死亡率,2002,9
Morocco,女生全癌死亡率,1987,6
Vanuatu,女生全癌死亡率,2007,10
Suriname,女生全癌死亡率,1982,6
Djibouti,女生全癌死亡率,1992,7
Slovenia,女生全癌死亡率,2002,13
United Kingdom,女生全癌死亡率,1982,11
Australia,女生全癌死亡率,1977,3
Australia,女生全癌死亡率,1962,5
Zimbabwe,女生全癌死亡率,1992,14
Vanuatu,女生全癌死亡率,2002,12
Finland,女生全癌死亡率,1977,10
St. Vincent and the Grenadines,女生全癌死亡率,1992,15
Sri Lanka,女生全癌死亡率,1987,14
Barbados,女生全癌死亡率,1987,10
Sri Lanka,女生全癌死亡率,2002,3
Belgium,女生全癌死亡率,1977,14
Chile,女生全癌死亡率,1977,15
Barbados,女生全癌死亡率,1982,14
IDA blend,女生全癌死亡率,1987,11
South Asia,女生全癌死亡率,1997,15
South Asia (IDA & IBRD),女生全癌死亡率,1997,14
El Salvador,女生全癌死亡率,2002,13
Sub-Saharan Africa,女生全癌死亡率,1977,10
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1977,3
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1977,8
Latin America & Caribbean (excluding high income),女生全癌死亡率,1997,10
St. Vincent and the Grenadines,女生全癌死亡率,1982,12
Estonia,女生全癌死亡率,2002,14
Bangladesh,女生全癌死亡率,2002,6
Equatorial Guinea,女生全癌死亡率,1987,10
Middle East & North Africa,女生全癌死亡率,2007,6
Caribbean small states,女生全癌死亡率,1982,9
Namibia,女生全癌死亡率,1997,7
European Union,女生全癌死亡率,1962,7
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,1997,12
Trinidad and Tobago,女生全癌死亡率,2002,3
El Salvador,女生全癌死亡率,1997,8
Latin America & Caribbean,女生全癌死亡率,1997,6
Sub-Saharan Africa,女生全癌死亡率,1972,3
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1972,15
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1972,5
Sri Lanka,女生全癌死亡率,2007,5
Pakistan,女生全癌死亡率,1977,7
Senegal,女生全癌死亡率,1982,10
Early-demographic dividend,女生全癌死亡率,1992,14
Iceland,女生全癌死亡率,1962,6
India,女生全癌死亡率,1997,3
Denmark,女生全癌死亡率,1977,5
"Bahamas, The",女生全癌死亡率,1972,14
Jamaica,女生全癌死亡率,1997,6
France,女生全癌死亡率,1972,13
Australia,女生全癌死亡率,1967,8
Belize,女生全癌死亡率,1982,15
Cote d'Ivoire,女生全癌死亡率,1982,3
Sweden,女生全癌死亡率,1997,8
Netherlands,女生全癌死亡率,1962,10
Denmark,女生全癌死亡率,1972,13
Cote d'Ivoire,女生全癌死亡率,1992,5
Sweden,女生全癌死亡率,1977,5
Mauritius,女生全癌死亡率,1977,4
Mexico,女生全癌死亡率,1972,14
Lower middle income,女生全癌死亡率,1987,4
Norway,女生全癌死亡率,1967,6
Pakistan,女生全癌死亡率,2007,7
St. Kitts and Nevis,女生全癌死亡率,1987,15
"Korea, Rep.",女生全癌死亡率,1987,11
Finland,女生全癌死亡率,1967,3
Cote d'Ivoire,女生全癌死亡率,1987,9
Fragile and conflict affected situations,女生全癌死亡率,2002,14
Panama,女生全癌死亡率,1992,13
Dominica,女生全癌死亡率,2007,14
Argentina,女生全癌死亡率,1982,6
Sierra Leone,女生全癌死亡率,1982,12
Denmark,女生全癌死亡率,1982,4
Latin America & Caribbean (excluding high income),女生全癌死亡率,2002,3
Fiji,女生全癌死亡率,1992,14
"Korea, Rep.",女生全癌死亡率,1982,7
Arab World,女生全癌死亡率,1992,10
Ethiopia,女生全癌死亡率,2002,10
Canada,女生全癌死亡率,1967,3
Small states,女生全癌死亡率,1987,15
Early-demographic dividend,女生全癌死亡率,1997,9
Seychelles,女生全癌死亡率,1992,15
Europe & Central Asia,女生全癌死亡率,1962,14
Other small states,女生全癌死亡率,1992,9
Qatar,女生全癌死亡率,1992,6
Brazil,女生全癌死亡率,1972,10
South Asia,女生全癌死亡率,1992,8
South Asia (IDA & IBRD),女生全癌死亡率,1992,8
Albania,女生全癌死亡率,2002,3
"Iran, Islamic Rep.",女生全癌死亡率,1992,7
Costa Rica,女生全癌死亡率,2007,9
Mauritius,女生全癌死亡率,1987,10
"Korea, Rep.",女生全癌死亡率,1992,5
Turkey,女生全癌死亡率,2002,12
Grenada,女生全癌死亡率,1982,13
Argentina,女生全癌死亡率,1987,3
Philippines,女生全癌死亡率,1982,7
Belize,女生全癌死亡率,1997,10
Djibouti,女生全癌死亡率,1987,12
Sweden,女生全癌死亡率,1972,6
Lower middle income,女生全癌死亡率,1997,9
Poland,女生全癌死亡率,2007,9
Israel,女生全癌死亡率,1972,9
Mexico,女生全癌死亡率,1977,15
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,2002,9
Bahrain,女生全癌死亡率,2007,5
Portugal,女生全癌死亡率,1962,10
Pakistan,女生全癌死亡率,1967,15
"Yemen, Rep.",女生全癌死亡率,1992,11
Latin America & Caribbean,女生全癌死亡率,2002,10
Myanmar,女生全癌死亡率,1972,4
Philippines,女生全癌死亡率,2007,8
South Asia,女生全癌死亡率,1987,4
South Asia (IDA & IBRD),女生全癌死亡率,1987,9
Dominica,女生全癌死亡率,1977,7
"Iran, Islamic Rep.",女生全癌死亡率,2007,10
Austria,女生全癌死亡率,1967,13
Finland,女生全癌死亡率,1982,3
Brazil,女生全癌死亡率,1982,3
Lower middle income,女生全癌死亡率,1992,14
St. Kitts and Nevis,女生全癌死亡率,1982,13
Tunisia,女生全癌死亡率,1967,9
Dominica,女生全癌死亡率,1982,3
India,女生全癌死亡率,1992,10
Europe & Central Asia (excluding high income),女生全癌死亡率,1987,4
Europe & Central Asia (IDA & IBRD countries),女生全癌死亡率,1987,8
Fragile and conflict affected situations,女生全癌死亡率,1997,4
Denmark,女生全癌死亡率,1967,10
Namibia,女生全癌死亡率,2007,10
Arab World,女生全癌死亡率,1997,6
Aruba,女生全癌死亡率,2002,6
Sweden,女生全癌死亡率,1962,9
Norway,女生全癌死亡率,1972,10
Turkey,女生全癌死亡率,2007,9
Uruguay,女生全癌死亡率,1987,15
Norway,女生全癌死亡率,1962,8
"Bahamas, The",女生全癌死亡率,1987,14
"Bahamas, The",女生全癌死亡率,1982,12
East Asia & Pacific (excluding high income),女生全癌死亡率,1982,4
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,1982,11
Pakistan,女生全癌死亡率,1982,9
Early-demographic dividend,女生全癌死亡率,2007,9
United Kingdom,女生全癌死亡率,1972,7
Small states,女生全癌死亡率,1992,7
Sweden,女生全癌死亡率,1967,11
Early-demographic dividend,女生全癌死亡率,2002,13
Belize,女生全癌死亡率,2002,5
Nepal,女生全癌死亡率,2007,4
Bangladesh,女生全癌死亡率,2007,4
India,女生全癌死亡率,1987,6
"Egypt, Arab Rep.",女生全癌死亡率,1967,12
Honduras,女生全癌死亡率,1987,11
Syrian Arab Republic,女生全癌死亡率,1972,5
Netherlands,女生全癌死亡率,1967,5
Sri Lanka,女生全癌死亡率,1982,3
Denmark,女生全癌死亡率,1962,7
Norway,女生全癌死亡率,1982,6
Slovak Republic,女生全癌死亡率,2002,3
Canada,女生全癌死亡率,1972,5
Netherlands,女生全癌死亡率,1972,11
Jamaica,女生全癌死亡率,1977,7
Indonesia,女生全癌死亡率,1992,5
Qatar,女生全癌死亡率,2007,5
Grenada,女生全癌死亡率,1977,11
Honduras,女生全癌死亡率,2007,6
El Salvador,女生全癌死亡率,1982,15
Lower middle income,女生全癌死亡率,2002,11
Bolivia,女生全癌死亡率,1982,14
Arab World,女生全癌死亡率,1987,4
Spain,女生全癌死亡率,1962,6
Kuwait,女生全癌死亡率,1982,5
Tonga,女生全癌死亡率,2007,4
Slovak Republic,女生全癌死亡率,2007,12
Middle East & North Africa,女生全癌死亡率,1997,4
Caribbean small states,女生全癌死亡率,2007,7
Aruba,女生全癌死亡率,2007,8
Latin America & Caribbean (excluding high income),女生全癌死亡率,1982,3
Low & middle income,女生全癌死亡率,1982,3
Syrian Arab Republic,女生全癌死亡率,1992,4
"Venezuela, RB",女生全癌死亡率,1987,8
Czech Republic,女生全癌死亡率,2007,14
Myanmar,女生全癌死亡率,1982,3
France,女生全癌死亡率,1977,9
Norway,女生全癌死亡率,1977,8
Euro area,女生全癌死亡率,1967,4
Guyana,女生全癌死亡率,2007,5
Dominican Republic,女生全癌死亡率,1982,11
Mauritius,女生全癌死亡率,1982,12
IDA & IBRD total,女生全癌死亡率,1982,7
Iceland,女生全癌死亡率,1992,4
Middle income,女生全癌死亡率,1982,7
Pakistan,女生全癌死亡率,1997,13
Late-demographic dividend,女生全癌死亡率,1982,5
Hungary,女生全癌死亡率,2002,10
Ireland,女生全癌死亡率,1992,8
Bulgaria,女生全癌死亡率,2007,14
Indonesia,女生全癌死亡率,2002,14
Sweden,女生全癌死亡率,1992,12
"Egypt, Arab Rep.",女生全癌死亡率,1972,7
European Union,女生全癌死亡率,1967,8
Sub-Saharan Africa,女生全癌死亡率,1982,13
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1982,6
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1982,14
Middle East & North Africa,女生全癌死亡率,1992,12
Lower middle income,女生全癌死亡率,2007,10
Mauritius,女生全癌死亡率,1992,15
Colombia,女生全癌死亡率,2007,12
Jamaica,女生全癌死亡率,2007,11
Latin America & Caribbean,女生全癌死亡率,1982,4
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,1982,15
Djibouti,女生全癌死亡率,1997,14
Central Europe and the Baltics,女生全癌死亡率,1992,4
Equatorial Guinea,女生全癌死亡率,1992,8
Antigua and Barbuda,女生全癌死亡率,1982,8
South Asia,女生全癌死亡率,2002,10
South Asia (IDA & IBRD),女生全癌死亡率,2002,4
Croatia,女生全癌死亡率,2002,11
Cabo Verde,女生全癌死亡率,1992,7
Ireland,女生全癌死亡率,1987,14
Small states,女生全癌死亡率,1997,6
Finland,女生全癌死亡率,1997,8
Other small states,女生全癌死亡率,1997,15
Early-demographic dividend,女生全癌死亡率,1987,13
Bolivia,女生全癌死亡率,2007,7
Europe & Central Asia,女生全癌死亡率,1967,3
IBRD only,女生全癌死亡率,1982,14
Qatar,女生全癌死亡率,1997,14
Albania,女生全癌死亡率,1997,8
Arab World,女生全癌死亡率,2002,14
Syrian Arab Republic,女生全癌死亡率,1977,10
Central Europe and the Baltics,女生全癌死亡率,2007,11
Jamaica,女生全癌死亡率,1987,11
"Korea, Rep.",女生全癌死亡率,1997,3
Thailand,女生全癌死亡率,1977,8
Australia,女生全癌死亡率,1987,14
Portugal,女生全癌死亡率,1967,4
United Kingdom,女生全癌死亡率,1962,14
Denmark,女生全癌死亡率,1997,7
Philippines,女生全癌死亡率,2002,6
Nicaragua,女生全癌死亡率,1987,4
St. Lucia,女生全癌死亡率,1992,8
United Kingdom,女生全癌死亡率,1967,10
Algeria,女生全癌死亡率,1992,8
Latin America & Caribbean (excluding high income),女生全癌死亡率,2007,11
Algeria,女生全癌死亡率,1972,13
Panama,女生全癌死亡率,1982,15
Panama,女生全癌死亡率,1987,7
Grenada,女生全癌死亡率,1987,13
Pakistan,女生全癌死亡率,1992,11
Tunisia,女生全癌死亡率,1977,10
Pakistan,女生全癌死亡率,1972,8
Dominica,女生全癌死亡率,2002,15
Ireland,女生全癌死亡率,1982,15
Qatar,女生全癌死亡率,2002,6
Middle East & North Africa (excluding high income),女生全癌死亡率,1997,4
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1997,11
Grenada,女生全癌死亡率,1992,8
"Venezuela, RB",女生全癌死亡率,1982,14
Caribbean small states,女生全癌死亡率,1997,12
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,2007,6
Austria,女生全癌死亡率,1972,9
Sweden,女生全癌死亡率,1982,8
China,女生全癌死亡率,1982,3
Latin America & Caribbean,女生全癌死亡率,2007,13
Fragile and conflict affected situations,女生全癌死亡率,1992,15
Denmark,女生全癌死亡率,1992,7
India,女生全癌死亡率,2002,10
Bolivia,女生全癌死亡率,1997,6
Jamaica,女生全癌死亡率,2002,4
Barbados,女生全癌死亡率,1992,13
St. Vincent and the Grenadines,女生全癌死亡率,2007,6
"Macao SAR, China",女生全癌死亡率,1987,4
Upper middle income,女生全癌死亡率,1982,5
Trinidad and Tobago,女生全癌死亡率,1997,9
Middle East & North Africa,女生全癌死亡率,2002,5
Pakistan,女生全癌死亡率,1987,15
St. Lucia,女生全癌死亡率,1982,5
Chile,女生全癌死亡率,1992,3
Sweden,女生全癌死亡率,1987,15
Algeria,女生全癌死亡率,1977,14
St. Vincent and the Grenadines,女生全癌死亡率,1997,5
Singapore,女生全癌死亡率,1992,3
Belgium,女生全癌死亡率,1982,9
Sub-Saharan Africa,女生全癌死亡率,1987,10
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1987,13
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1987,15
Barbados,女生全癌死亡率,1997,13
Brazil,女生全癌死亡率,1997,11
Malta,女生全癌死亡率,1987,5
Mexico,女生全癌死亡率,1987,5
"Gambia, The",女生全癌死亡率,1982,7
Lithuania,女生全癌死亡率,2007,6
Brazil,女生全癌死亡率,1977,11
Nicaragua,女生全癌死亡率,2007,8
IDA & IBRD total,女生全癌死亡率,1997,4
South Asia,女生全癌死亡率,2007,14
South Asia (IDA & IBRD),女生全癌死亡率,2007,12
Malaysia,女生全癌死亡率,1977,14
Denmark,女生全癌死亡率,1987,4
Singapore,女生全癌死亡率,1982,9
Low & middle income,女生全癌死亡率,1987,10
St. Lucia,女生全癌死亡率,1987,8
Indonesia,女生全癌死亡率,1997,13
Europe & Central Asia,女生全癌死亡率,1972,7
IDA & IBRD total,女生全癌死亡率,1987,12
Caribbean small states,女生全癌死亡率,2002,10
Sierra Leone,女生全癌死亡率,1997,3
Middle income,女生全癌死亡率,1987,12
United Arab Emirates,女生全癌死亡率,2007,8
Low & middle income,女生全癌死亡率,1997,7
"Egypt, Arab Rep.",女生全癌死亡率,1977,14
St. Vincent and the Grenadines,女生全癌死亡率,2002,7
Netherlands,女生全癌死亡率,1977,12
Antigua and Barbuda,女生全癌死亡率,1987,12
Kazakhstan,女生全癌死亡率,2007,13
European Union,女生全癌死亡率,1972,11
El Salvador,女生全癌死亡率,2007,11
Middle income,女生全癌死亡率,1997,15
Caribbean small states,女生全癌死亡率,1992,6
Ukraine,女生全癌死亡率,2007,15
Spain,女生全癌死亡率,1967,8
Bolivia,女生全癌死亡率,2002,13
Tunisia,女生全癌死亡率,1987,13
Zambia,女生全癌死亡率,1977,3
IBRD only,女生全癌死亡率,1997,3
Norway,女生全癌死亡率,1992,14
Finland,女生全癌死亡率,2002,15
"Bahamas, The",女生全癌死亡率,1997,8
Cabo Verde,女生全癌死亡率,1997,15
Samoa,女生全癌死亡率,2007,8
Middle East & North Africa (excluding high income),女生全癌死亡率,2002,7
Panama,女生全癌死亡率,1977,6
Tunisia,女生全癌死亡率,1997,8
Albania,女生全癌死亡率,2007,15
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,2002,3
Czech Republic,女生全癌死亡率,1997,14
Middle East & North Africa,女生全癌死亡率,1987,10
"Macao SAR, China",女生全癌死亡率,1992,10
Armenia,女生全癌死亡率,1992,6
Bosnia and Herzegovina,女生全癌死亡率,1997,8
Argentina,女生全癌死亡率,2002,8
Pacific island small states,女生全癌死亡率,2002,8
Portugal,女生全癌死亡率,1972,12
Antigua and Barbuda,女生全癌死亡率,1977,6
IBRD only,女生全癌死亡率,1987,7
India,女生全癌死亡率,2007,13
Chile,女生全癌死亡率,1997,3
Panama,女生全癌死亡率,1997,14
Zimbabwe,女生全癌死亡率,1997,8
Small states,女生全癌死亡率,2002,15
Maldives,女生全癌死亡率,2007,14
Europe & Central Asia,女生全癌死亡率,1977,8
Hungary,女生全癌死亡率,1997,9
Latin America & Caribbean,女生全癌死亡率,1992,15
Latin America & the Caribbean (IDA & IBRD countries),女生全癌死亡率,1992,14
Euro area,女生全癌死亡率,1972,11
Slovak Republic,女生全癌死亡率,1997,10
Other small states,女生全癌死亡率,2002,4
IDA & IBRD total,女生全癌死亡率,1992,12
Latin America & Caribbean (excluding high income),女生全癌死亡率,1992,13
Malta,女生全癌死亡率,1972,6
European Union,女生全癌死亡率,1977,4
Tunisia,女生全癌死亡率,2007,12
Cabo Verde,女生全癌死亡率,2007,7
Norway,女生全癌死亡率,1997,15
Upper middle income,女生全癌死亡率,1997,6
Tunisia,女生全癌死亡率,1982,9
Finland,女生全癌死亡率,1987,3
Antigua and Barbuda,女生全癌死亡率,1992,5
Low & middle income,女生全癌死亡率,1992,6
Sub-Saharan Africa (excluding high income),女生全癌死亡率,2002,7
Libya,女生全癌死亡率,1997,7
Dominica,女生全癌死亡率,1992,4
Trinidad and Tobago,女生全癌死亡率,1992,11
Sub-Saharan Africa,女生全癌死亡率,2002,9
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,2002,3
